-999-01-01, 00:00:00 UTC = -225-03-25, 17:00:08 ÄÜC
-644-01-01, 00:00:00 UTC = 0098-01-05, 47:39:41 ÄÜC
-643-01-01, 00:00:00 UTC = 0099-00-24, 18:15:02 ÄÜC
-642-01-01, 00:00:00 UTC = 0099-06-41, 44:47:43 ÄÜC
-641-01-01, 00:00:00 UTC = 0100-06-10, 22:31:36 ÄÜC
-640-01-01, 00:00:00 UTC = 0101-05-28, 00:15:28 ÄÜC
-639-01-01, 00:00:00 UTC = 0102-04-46, 19:39:39 ÄÜC
-638-01-01, 00:00:00 UTC = 0103-04-14, 46:23:31 ÄÜC
-637-01-01, 00:00:00 UTC = 0104-03-32, 24:07:24 ÄÜC
-636-01-01, 00:00:00 UTC = 0105-03-01, 01:40:16 ÄÜC
-635-01-01, 00:00:00 UTC = 0106-02-19, 21:15:26 ÄÜC
-634-01-01, 00:00:00 UTC = 0107-01-36, 47:48:19 ÄÜC
-633-01-01, 00:00:00 UTC = 0108-01-05, 25:32:11 ÄÜC
-632-01-01, 00:00:00 UTC = 0109-00-23, 03:16:04 ÄÜC
-631-01-01, 00:00:00 UTC = 0109-06-41, 22:40:14 ÄÜC
-630-01-01, 00:00:00 UTC = 0110-06-10, 00:24:06 ÄÜC
-629-01-01, 00:00:00 UTC = 0111-05-27, 27:07:48 ÄÜC
-628-01-01, 00:00:00 UTC = 0112-04-45, 04:40:40 ÄÜC
-627-01-01, 00:00:00 UTC = 0113-04-14, 24:16:02 ÄÜC
-626-01-01, 00:00:00 UTC = 0114-03-32, 01:48:43 ÄÜC
-625-01-01, 00:00:00 UTC = 0115-03-00, 28:32:36 ÄÜC
-624-01-01, 00:00:00 UTC = 0116-02-18, 06:16:28 ÄÜC
-623-01-01, 00:00:00 UTC = 0117-01-36, 25:40:38 ÄÜC
-622-01-01, 00:00:00 UTC = 0118-01-05, 03:24:31 ÄÜC
-621-01-01, 00:00:00 UTC = 0119-00-22, 30:08:23 ÄÜC
-620-01-01, 00:00:00 UTC = 0119-06-40, 07:41:16 ÄÜC
-619-01-01, 00:00:00 UTC = 0120-06-09, 27:16:26 ÄÜC
-618-01-01, 00:00:00 UTC = 0121-05-27, 05:00:18 ÄÜC
-617-01-01, 00:00:00 UTC = 0122-04-44, 31:33:11 ÄÜC
-616-01-01, 00:00:00 UTC = 0123-04-13, 09:17:03 ÄÜC
-615-01-01, 00:00:00 UTC = 0124-03-31, 28:41:14 ÄÜC
-614-01-01, 00:00:00 UTC = 0125-03-00, 06:25:06 ÄÜC
-613-01-01, 00:00:00 UTC = 0126-02-17, 33:08:48 ÄÜC
-612-01-01, 00:00:00 UTC = 0127-01-35, 10:41:40 ÄÜC
-611-01-01, 00:00:00 UTC = 0128-01-04, 30:17:01 ÄÜC
-610-01-01, 00:00:00 UTC = 0129-00-22, 08:00:43 ÄÜC
-609-01-01, 00:00:00 UTC = 0129-06-39, 34:33:35 ÄÜC
-608-01-01, 00:00:00 UTC = 0130-06-08, 12:17:28 ÄÜC
-607-01-01, 00:00:00 UTC = 0131-05-26, 31:41:38 ÄÜC
-606-01-01, 00:00:00 UTC = 0132-04-44, 09:25:30 ÄÜC
-605-01-01, 00:00:00 UTC = 0133-04-12, 36:09:23 ÄÜC
-604-01-01, 00:00:00 UTC = 0134-03-30, 13:42:15 ÄÜC
-603-01-01, 00:00:00 UTC = 0135-02-48, 33:17:26 ÄÜC
-602-01-01, 00:00:00 UTC = 0136-02-17, 11:01:18 ÄÜC
-601-01-01, 00:00:00 UTC = 0137-01-34, 37:34:11 ÄÜC
-600-01-01, 00:00:00 UTC = 0138-01-03, 15:18:03 ÄÜC
-599-01-01, 00:00:00 UTC = 0139-00-20, 42:01:45 ÄÜC
-598-01-01, 00:00:00 UTC = 0139-06-38, 19:34:37 ÄÜC
-597-01-01, 00:00:00 UTC = 0140-06-06, 46:18:29 ÄÜC
-596-01-01, 00:00:00 UTC = 0141-05-24, 24:02:22 ÄÜC
-595-01-01, 00:00:00 UTC = 0142-04-42, 43:26:32 ÄÜC
-594-01-01, 00:00:00 UTC = 0143-04-11, 21:10:25 ÄÜC
-593-01-01, 00:00:00 UTC = 0144-03-28, 47:43:17 ÄÜC
-592-01-01, 00:00:00 UTC = 0145-02-46, 25:27:10 ÄÜC
-591-01-01, 00:00:00 UTC = 0146-02-15, 45:02:20 ÄÜC
-590-01-01, 00:00:00 UTC = 0147-01-33, 22:35:12 ÄÜC
-589-01-01, 00:00:00 UTC = 0148-01-02, 00:19:05 ÄÜC
-588-01-01, 00:00:00 UTC = 0149-00-19, 27:02:46 ÄÜC
-587-01-01, 00:00:00 UTC = 0149-06-37, 46:27:08 ÄÜC
-586-01-01, 00:00:00 UTC = 0150-06-06, 24:11:00 ÄÜC
-585-01-01, 00:00:00 UTC = 0151-05-24, 01:43:41 ÄÜC
-584-01-01, 00:00:00 UTC = 0152-04-41, 28:27:34 ÄÜC
-583-01-01, 00:00:00 UTC = 0153-04-10, 48:02:44 ÄÜC
-582-01-01, 00:00:00 UTC = 0154-03-28, 25:35:37 ÄÜC
-581-01-01, 00:00:00 UTC = 0155-02-46, 03:19:29 ÄÜC
-580-01-01, 00:00:00 UTC = 0156-02-14, 30:03:22 ÄÜC
-579-01-01, 00:00:00 UTC = 0157-01-33, 00:27:32 ÄÜC
-578-01-01, 00:00:00 UTC = 0158-01-01, 27:11:24 ÄÜC
-577-01-01, 00:00:00 UTC = 0159-00-19, 04:44:17 ÄÜC
-576-01-01, 00:00:00 UTC = 0159-06-36, 31:28:09 ÄÜC
-575-01-01, 00:00:00 UTC = 0160-06-06, 02:03:20 ÄÜC
-574-01-01, 00:00:00 UTC = 0161-05-23, 28:36:12 ÄÜC
-573-01-01, 00:00:00 UTC = 0162-04-41, 06:20:04 ÄÜC
-572-01-01, 00:00:00 UTC = 0163-04-09, 33:03:46 ÄÜC
-571-01-01, 00:00:00 UTC = 0164-03-28, 03:28:07 ÄÜC
-570-01-01, 00:00:00 UTC = 0165-02-45, 30:12:00 ÄÜC
-569-01-01, 00:00:00 UTC = 0166-02-14, 07:44:41 ÄÜC
-568-01-01, 00:00:00 UTC = 0167-01-31, 34:28:34 ÄÜC
-567-01-01, 00:00:00 UTC = 0168-01-01, 05:03:44 ÄÜC
-566-01-01, 00:00:00 UTC = 0169-00-18, 31:36:36 ÄÜC
-565-01-01, 00:00:00 UTC = 0169-06-36, 09:20:29 ÄÜC
-564-01-01, 00:00:00 UTC = 0170-06-04, 36:04:21 ÄÜC
-563-01-01, 00:00:00 UTC = 0171-05-23, 06:28:32 ÄÜC
-562-01-01, 00:00:00 UTC = 0172-04-40, 33:12:24 ÄÜC
-561-01-01, 00:00:00 UTC = 0173-04-09, 10:45:16 ÄÜC
-560-01-01, 00:00:00 UTC = 0174-03-26, 37:29:09 ÄÜC
-559-01-01, 00:00:00 UTC = 0175-02-45, 08:04:19 ÄÜC
-558-01-01, 00:00:00 UTC = 0176-02-13, 34:37:12 ÄÜC
-557-01-01, 00:00:00 UTC = 0177-01-31, 12:21:04 ÄÜC
-556-01-01, 00:00:00 UTC = 0178-00-48, 39:04:46 ÄÜC
-555-01-01, 00:00:00 UTC = 0179-00-18, 09:29:07 ÄÜC
-554-01-01, 00:00:00 UTC = 0179-06-35, 36:12:48 ÄÜC
-553-01-01, 00:00:00 UTC = 0180-06-04, 13:45:41 ÄÜC
-552-01-01, 00:00:00 UTC = 0181-05-21, 40:29:33 ÄÜC
-551-01-01, 00:00:00 UTC = 0182-04-40, 11:04:44 ÄÜC
-550-01-01, 00:00:00 UTC = 0183-04-08, 37:37:36 ÄÜC
-549-01-01, 00:00:00 UTC = 0184-03-26, 15:21:28 ÄÜC
-548-01-01, 00:00:00 UTC = 0185-02-43, 42:05:21 ÄÜC
-547-01-01, 00:00:00 UTC = 0186-02-13, 12:29:31 ÄÜC
-546-01-01, 00:00:00 UTC = 0187-01-30, 39:13:24 ÄÜC
-545-01-01, 00:00:00 UTC = 0188-00-48, 16:46:16 ÄÜC
-544-01-01, 00:00:00 UTC = 0189-00-16, 43:30:09 ÄÜC
-543-01-01, 00:00:00 UTC = 0189-06-35, 14:05:19 ÄÜC
-542-01-01, 00:00:00 UTC = 0190-06-03, 40:38:11 ÄÜC
-541-01-01, 00:00:00 UTC = 0191-05-21, 18:22:04 ÄÜC
-540-01-01, 00:00:00 UTC = 0192-04-38, 45:05:45 ÄÜC
-539-01-01, 00:00:00 UTC = 0193-04-08, 15:30:07 ÄÜC
-538-01-01, 00:00:00 UTC = 0194-03-25, 42:13:48 ÄÜC
-537-01-01, 00:00:00 UTC = 0195-02-43, 19:46:40 ÄÜC
-536-01-01, 00:00:00 UTC = 0196-02-11, 46:30:33 ÄÜC
-535-01-01, 00:00:00 UTC = 0197-01-30, 17:05:43 ÄÜC
-534-01-01, 00:00:00 UTC = 0198-00-47, 43:38:36 ÄÜC
-533-01-01, 00:00:00 UTC = 0199-00-16, 21:22:28 ÄÜC
-532-01-01, 00:00:00 UTC = 0199-06-33, 48:06:21 ÄÜC
-531-01-01, 00:00:00 UTC = 0200-06-03, 18:30:31 ÄÜC
-530-01-01, 00:00:00 UTC = 0201-05-20, 45:14:23 ÄÜC
-529-01-01, 00:00:00 UTC = 0202-04-38, 22:47:16 ÄÜC
-528-01-01, 00:00:00 UTC = 0203-04-07, 00:31:08 ÄÜC
-527-01-01, 00:00:00 UTC = 0204-03-25, 20:06:19 ÄÜC
-526-01-01, 00:00:00 UTC = 0205-02-42, 46:39:11 ÄÜC
-525-01-01, 00:00:00 UTC = 0206-02-11, 24:23:03 ÄÜC
-524-01-01, 00:00:00 UTC = 0207-01-29, 02:06:45 ÄÜC
-523-01-01, 00:00:00 UTC = 0208-00-47, 21:31:06 ÄÜC
-522-01-01, 00:00:00 UTC = 0209-00-15, 48:14:48 ÄÜC
-521-01-01, 00:00:00 UTC = 0209-06-33, 25:47:40 ÄÜC
-520-01-01, 00:00:00 UTC = 0210-06-02, 03:31:33 ÄÜC
-519-01-01, 00:00:00 UTC = 0211-05-20, 23:06:43 ÄÜC
-518-01-01, 00:00:00 UTC = 0212-04-38, 00:39:35 ÄÜC
-517-01-01, 00:00:00 UTC = 0213-04-06, 27:23:28 ÄÜC
-516-01-01, 00:00:00 UTC = 0214-03-24, 05:07:20 ÄÜC
-515-01-01, 00:00:00 UTC = 0215-02-42, 24:31:31 ÄÜC
-514-01-01, 00:00:00 UTC = 0216-02-11, 02:15:23 ÄÜC
-513-01-01, 00:00:00 UTC = 0217-01-28, 28:48:15 ÄÜC
-512-01-01, 00:00:00 UTC = 0218-00-46, 06:32:08 ÄÜC
-511-01-01, 00:00:00 UTC = 0219-00-15, 26:07:18 ÄÜC
-510-01-01, 00:00:00 UTC = 0219-06-33, 03:40:11 ÄÜC
-509-01-01, 00:00:00 UTC = 0220-06-01, 30:24:03 ÄÜC
-508-01-01, 00:00:00 UTC = 0221-05-19, 08:07:45 ÄÜC
-507-01-01, 00:00:00 UTC = 0222-04-37, 27:32:06 ÄÜC
-506-01-01, 00:00:00 UTC = 0223-04-06, 05:15:47 ÄÜC
-505-01-01, 00:00:00 UTC = 0224-03-23, 31:48:40 ÄÜC
-504-01-01, 00:00:00 UTC = 0225-02-41, 09:32:32 ÄÜC
-503-01-01, 00:00:00 UTC = 0226-02-10, 29:07:43 ÄÜC
-502-01-01, 00:00:00 UTC = 0227-01-28, 06:40:35 ÄÜC
-501-01-01, 00:00:00 UTC = 0228-00-45, 33:24:27 ÄÜC
-500-01-01, 00:00:00 UTC = 0229-00-14, 11:08:20 ÄÜC
-499-01-01, 00:00:00 UTC = 0229-06-31, 37:41:12 ÄÜC
-498-01-01, 00:00:00 UTC = 0230-06-00, 15:25:05 ÄÜC
-497-01-01, 00:00:00 UTC = 0231-05-17, 42:08:46 ÄÜC
-496-01-01, 00:00:00 UTC = 0232-04-35, 19:41:39 ÄÜC
-495-01-01, 00:00:00 UTC = 0233-04-04, 39:17:00 ÄÜC
-494-01-01, 00:00:00 UTC = 0234-03-22, 17:00:42 ÄÜC
-493-01-01, 00:00:00 UTC = 0235-02-39, 43:33:34 ÄÜC
-492-01-01, 00:00:00 UTC = 0236-02-08, 21:17:26 ÄÜC
-491-01-01, 00:00:00 UTC = 0237-01-26, 40:41:37 ÄÜC
-490-01-01, 00:00:00 UTC = 0238-00-44, 18:25:29 ÄÜC
-489-01-01, 00:00:00 UTC = 0239-00-12, 45:09:22 ÄÜC
-488-01-01, 00:00:00 UTC = 0239-06-30, 22:42:14 ÄÜC
-487-01-01, 00:00:00 UTC = 0240-05-48, 42:17:24 ÄÜC
-486-01-01, 00:00:00 UTC = 0241-05-17, 20:01:17 ÄÜC
-485-01-01, 00:00:00 UTC = 0242-04-34, 46:34:09 ÄÜC
-484-01-01, 00:00:00 UTC = 0243-04-03, 24:18:02 ÄÜC
-483-01-01, 00:00:00 UTC = 0244-03-21, 43:42:12 ÄÜC
-482-01-01, 00:00:00 UTC = 0245-02-39, 21:26:05 ÄÜC
-481-01-01, 00:00:00 UTC = 0246-02-07, 48:09:46 ÄÜC
-480-01-01, 00:00:00 UTC = 0247-01-25, 25:42:38 ÄÜC
-479-01-01, 00:00:00 UTC = 0248-00-43, 45:18:00 ÄÜC
-478-01-01, 00:00:00 UTC = 0249-00-12, 23:01:41 ÄÜC
-477-01-01, 00:00:00 UTC = 0249-06-30, 00:34:34 ÄÜC
-476-01-01, 00:00:00 UTC = 0250-05-47, 27:18:26 ÄÜC
-475-01-01, 00:00:00 UTC = 0251-05-16, 46:42:36 ÄÜC
-474-01-01, 00:00:00 UTC = 0252-04-34, 24:26:29 ÄÜC
-473-01-01, 00:00:00 UTC = 0253-04-03, 02:10:21 ÄÜC
-472-01-01, 00:00:00 UTC = 0254-03-20, 28:43:14 ÄÜC
-471-01-01, 00:00:00 UTC = 0255-02-38, 48:18:24 ÄÜC
-470-01-01, 00:00:00 UTC = 0256-02-07, 26:02:17 ÄÜC
-469-01-01, 00:00:00 UTC = 0257-01-25, 03:35:09 ÄÜC
-468-01-01, 00:00:00 UTC = 0258-00-42, 30:19:01 ÄÜC
-467-01-01, 00:00:00 UTC = 0259-00-12, 00:43:12 ÄÜC
-466-01-01, 00:00:00 UTC = 0259-06-29, 27:27:04 ÄÜC
-465-01-01, 00:00:00 UTC = 0260-05-47, 05:10:46 ÄÜC
-464-01-01, 00:00:00 UTC = 0261-05-15, 31:43:38 ÄÜC
-463-01-01, 00:00:00 UTC = 0262-04-34, 02:18:48 ÄÜC
-462-01-01, 00:00:00 UTC = 0263-04-02, 29:02:41 ÄÜC
-461-01-01, 00:00:00 UTC = 0264-03-20, 06:35:33 ÄÜC
-460-01-01, 00:00:00 UTC = 0265-02-37, 33:19:26 ÄÜC
-459-01-01, 00:00:00 UTC = 0266-02-07, 03:43:36 ÄÜC
-458-01-01, 00:00:00 UTC = 0267-01-24, 30:27:29 ÄÜC
-457-01-01, 00:00:00 UTC = 0268-00-42, 08:11:21 ÄÜC
-456-01-01, 00:00:00 UTC = 0269-00-10, 34:44:13 ÄÜC
-455-01-01, 00:00:00 UTC = 0269-06-29, 05:19:24 ÄÜC
-454-01-01, 00:00:00 UTC = 0270-05-46, 32:03:16 ÄÜC
-453-01-01, 00:00:00 UTC = 0271-05-15, 09:36:09 ÄÜC
-452-01-01, 00:00:00 UTC = 0272-04-32, 36:20:01 ÄÜC
-451-01-01, 00:00:00 UTC = 0273-04-02, 06:44:11 ÄÜC
-450-01-01, 00:00:00 UTC = 0274-03-19, 33:28:04 ÄÜC
-449-01-01, 00:00:00 UTC = 0275-02-37, 11:11:45 ÄÜC
-448-01-01, 00:00:00 UTC = 0276-02-05, 37:44:38 ÄÜC
-447-01-01, 00:00:00 UTC = 0277-01-24, 08:19:48 ÄÜC
-446-01-01, 00:00:00 UTC = 0278-00-41, 35:03:41 ÄÜC
-445-01-01, 00:00:00 UTC = 0279-00-10, 12:36:33 ÄÜC
-444-01-01, 00:00:00 UTC = 0279-06-27, 39:20:25 ÄÜC
-443-01-01, 00:00:00 UTC = 0280-05-46, 09:44:36 ÄÜC
-442-01-01, 00:00:00 UTC = 0281-05-14, 36:28:28 ÄÜC
-441-01-01, 00:00:00 UTC = 0282-04-32, 14:12:21 ÄÜC
-440-01-01, 00:00:00 UTC = 0283-04-00, 40:45:13 ÄÜC
-439-01-01, 00:00:00 UTC = 0284-03-19, 11:20:23 ÄÜC
-438-01-01, 00:00:00 UTC = 0285-02-36, 38:04:16 ÄÜC
-437-01-01, 00:00:00 UTC = 0286-02-05, 15:37:08 ÄÜC
-436-01-01, 00:00:00 UTC = 0287-01-22, 42:21:01 ÄÜC
-435-01-01, 00:00:00 UTC = 0288-00-41, 12:45:11 ÄÜC
-434-01-01, 00:00:00 UTC = 0289-00-09, 39:29:04 ÄÜC
-433-01-01, 00:00:00 UTC = 0289-06-27, 17:12:45 ÄÜC
-432-01-01, 00:00:00 UTC = 0290-05-44, 43:45:37 ÄÜC
-431-01-01, 00:00:00 UTC = 0291-05-14, 14:20:48 ÄÜC
-430-01-01, 00:00:00 UTC = 0292-04-31, 41:04:40 ÄÜC
-429-01-01, 00:00:00 UTC = 0293-04-00, 18:37:33 ÄÜC
-428-01-01, 00:00:00 UTC = 0294-03-17, 45:21:25 ÄÜC
-427-01-01, 00:00:00 UTC = 0295-02-36, 15:45:35 ÄÜC
-426-01-01, 00:00:00 UTC = 0296-02-04, 42:29:28 ÄÜC
-425-01-01, 00:00:00 UTC = 0297-01-22, 20:13:20 ÄÜC
-424-01-01, 00:00:00 UTC = 0298-00-39, 46:46:13 ÄÜC
-423-01-01, 00:00:00 UTC = 0299-00-09, 17:21:23 ÄÜC
-422-01-01, 00:00:00 UTC = 0299-06-26, 44:05:16 ÄÜC
-421-01-01, 00:00:00 UTC = 0300-05-44, 21:38:08 ÄÜC
-420-01-01, 00:00:00 UTC = 0301-05-12, 48:22:00 ÄÜC
-419-01-01, 00:00:00 UTC = 0302-04-31, 18:46:11 ÄÜC
-418-01-01, 00:00:00 UTC = 0303-03-48, 45:30:03 ÄÜC
-417-01-01, 00:00:00 UTC = 0304-03-17, 23:13:45 ÄÜC
-416-01-01, 00:00:00 UTC = 0305-02-35, 00:46:37 ÄÜC
-415-01-01, 00:00:00 UTC = 0306-02-04, 20:21:47 ÄÜC
-414-01-01, 00:00:00 UTC = 0307-01-21, 47:05:40 ÄÜC
-413-01-01, 00:00:00 UTC = 0308-00-39, 24:38:32 ÄÜC
-412-01-01, 00:00:00 UTC = 0309-00-08, 02:22:25 ÄÜC
-411-01-01, 00:00:00 UTC = 0309-06-26, 21:46:35 ÄÜC
-410-01-01, 00:00:00 UTC = 0310-05-43, 48:30:28 ÄÜC
-409-01-01, 00:00:00 UTC = 0311-05-12, 26:14:20 ÄÜC
-408-01-01, 00:00:00 UTC = 0312-04-30, 03:47:12 ÄÜC
-407-01-01, 00:00:00 UTC = 0313-03-48, 23:22:23 ÄÜC
-406-01-01, 00:00:00 UTC = 0314-03-17, 01:06:15 ÄÜC
-405-01-01, 00:00:00 UTC = 0315-02-34, 27:39:08 ÄÜC
-404-01-01, 00:00:00 UTC = 0316-02-03, 05:23:00 ÄÜC
-403-01-01, 00:00:00 UTC = 0317-01-21, 24:47:10 ÄÜC
-402-01-01, 00:00:00 UTC = 0318-00-39, 02:31:03 ÄÜC
-401-01-01, 00:00:00 UTC = 0319-00-07, 29:14:44 ÄÜC
-400-01-01, 00:00:00 UTC = 0319-06-25, 06:47:37 ÄÜC
-399-01-01, 00:00:00 UTC = 0320-05-43, 26:22:47 ÄÜC
-398-01-01, 00:00:00 UTC = 0321-05-12, 04:06:40 ÄÜC
-397-01-01, 00:00:00 UTC = 0322-04-29, 30:39:32 ÄÜC
-396-01-01, 00:00:00 UTC = 0323-03-47, 08:23:24 ÄÜC
-395-01-01, 00:00:00 UTC = 0324-03-16, 27:47:35 ÄÜC
-394-01-01, 00:00:00 UTC = 0325-02-34, 05:31:27 ÄÜC
-393-01-01, 00:00:00 UTC = 0326-02-02, 32:15:20 ÄÜC
-392-01-01, 00:00:00 UTC = 0327-01-20, 09:48:12 ÄÜC
-391-01-01, 00:00:00 UTC = 0328-00-38, 29:23:22 ÄÜC
-390-01-01, 00:00:00 UTC = 0329-00-07, 07:07:15 ÄÜC
-389-01-01, 00:00:00 UTC = 0329-06-24, 33:40:07 ÄÜC
-388-01-01, 00:00:00 UTC = 0330-05-42, 11:24:00 ÄÜC
-387-01-01, 00:00:00 UTC = 0331-05-11, 30:48:10 ÄÜC
-386-01-01, 00:00:00 UTC = 0332-04-29, 08:32:03 ÄÜC
-385-01-01, 00:00:00 UTC = 0333-03-46, 35:15:44 ÄÜC
-384-01-01, 00:00:00 UTC = 0334-03-15, 12:48:36 ÄÜC
-383-01-01, 00:00:00 UTC = 0335-02-33, 32:23:47 ÄÜC
-382-01-01, 00:00:00 UTC = 0336-02-02, 10:07:39 ÄÜC
-381-01-01, 00:00:00 UTC = 0337-01-19, 36:40:32 ÄÜC
-380-01-01, 00:00:00 UTC = 0338-00-37, 14:24:24 ÄÜC
-379-01-01, 00:00:00 UTC = 0339-00-06, 33:48:34 ÄÜC
-378-01-01, 00:00:00 UTC = 0339-06-24, 11:32:27 ÄÜC
-377-01-01, 00:00:00 UTC = 0340-05-41, 38:16:19 ÄÜC
-376-01-01, 00:00:00 UTC = 0341-05-10, 16:00:12 ÄÜC
-375-01-01, 00:00:00 UTC = 0342-04-28, 35:24:22 ÄÜC
-374-01-01, 00:00:00 UTC = 0343-03-46, 13:08:15 ÄÜC
-373-01-01, 00:00:00 UTC = 0344-03-14, 39:41:07 ÄÜC
-372-01-01, 00:00:00 UTC = 0345-02-32, 17:24:48 ÄÜC
-371-01-01, 00:00:00 UTC = 0346-02-01, 37:00:10 ÄÜC
-370-01-01, 00:00:00 UTC = 0347-01-19, 14:33:02 ÄÜC
-369-01-01, 00:00:00 UTC = 0348-00-36, 41:16:44 ÄÜC
-368-01-01, 00:00:00 UTC = 0349-00-05, 19:00:36 ÄÜC
-367-01-01, 00:00:00 UTC = 0349-06-23, 38:24:46 ÄÜC
-366-01-01, 00:00:00 UTC = 0350-05-41, 16:08:39 ÄÜC
-365-01-01, 00:00:00 UTC = 0351-05-09, 42:41:31 ÄÜC
-364-01-01, 00:00:00 UTC = 0352-04-27, 20:25:24 ÄÜC
-363-01-01, 00:00:00 UTC = 0353-03-45, 40:00:34 ÄÜC
-362-01-01, 00:00:00 UTC = 0354-03-14, 17:33:27 ÄÜC
-361-01-01, 00:00:00 UTC = 0355-02-31, 44:17:19 ÄÜC
-360-01-01, 00:00:00 UTC = 0356-02-00, 22:01:11 ÄÜC
-359-01-01, 00:00:00 UTC = 0357-01-18, 41:25:22 ÄÜC
-358-01-01, 00:00:00 UTC = 0358-00-36, 19:09:14 ÄÜC
-357-01-01, 00:00:00 UTC = 0359-00-04, 45:42:07 ÄÜC
-356-01-01, 00:00:00 UTC = 0359-06-22, 23:25:48 ÄÜC
-355-01-01, 00:00:00 UTC = 0360-05-40, 43:01:09 ÄÜC
-354-01-01, 00:00:00 UTC = 0361-05-09, 20:34:02 ÄÜC
-353-01-01, 00:00:00 UTC = 0362-04-26, 47:17:43 ÄÜC
-352-01-01, 00:00:00 UTC = 0363-03-44, 25:01:36 ÄÜC
-351-01-01, 00:00:00 UTC = 0364-03-13, 44:25:46 ÄÜC
-350-01-01, 00:00:00 UTC = 0365-02-31, 22:09:39 ÄÜC
-349-01-01, 00:00:00 UTC = 0366-01-48, 48:42:31 ÄÜC
-348-01-01, 00:00:00 UTC = 0367-01-17, 26:26:23 ÄÜC
-347-01-01, 00:00:00 UTC = 0368-00-35, 46:01:34 ÄÜC
-346-01-01, 00:00:00 UTC = 0369-00-04, 23:34:26 ÄÜC
-345-01-01, 00:00:00 UTC = 0369-06-22, 01:18:19 ÄÜC
-344-01-01, 00:00:00 UTC = 0370-05-39, 28:02:11 ÄÜC
-343-01-01, 00:00:00 UTC = 0371-05-08, 47:26:21 ÄÜC
-342-01-01, 00:00:00 UTC = 0372-04-26, 25:10:14 ÄÜC
-341-01-01, 00:00:00 UTC = 0373-03-44, 02:43:06 ÄÜC
-340-01-01, 00:00:00 UTC = 0374-03-12, 29:26:48 ÄÜC
-339-01-01, 00:00:00 UTC = 0375-02-31, 00:02:09 ÄÜC
-338-01-01, 00:00:00 UTC = 0376-01-48, 26:35:02 ÄÜC
-337-01-01, 00:00:00 UTC = 0377-01-17, 04:18:43 ÄÜC
-336-01-01, 00:00:00 UTC = 0378-00-34, 31:02:35 ÄÜC
-335-01-01, 00:00:00 UTC = 0379-00-04, 01:26:46 ÄÜC
-334-01-01, 00:00:00 UTC = 0379-06-21, 28:10:38 ÄÜC
-333-01-01, 00:00:00 UTC = 0380-05-39, 05:43:31 ÄÜC
-332-01-01, 00:00:00 UTC = 0381-05-07, 32:27:23 ÄÜC
-331-01-01, 00:00:00 UTC = 0382-04-26, 03:02:33 ÄÜC
-330-01-01, 00:00:00 UTC = 0383-03-43, 29:35:26 ÄÜC
-329-01-01, 00:00:00 UTC = 0384-03-12, 07:19:18 ÄÜC
-328-01-01, 00:00:00 UTC = 0385-02-29, 34:03:11 ÄÜC
-327-01-01, 00:00:00 UTC = 0386-01-48, 04:27:21 ÄÜC
-326-01-01, 00:00:00 UTC = 0387-01-16, 31:11:14 ÄÜC
-325-01-01, 00:00:00 UTC = 0388-00-34, 08:44:06 ÄÜC
-324-01-01, 00:00:00 UTC = 0389-00-02, 35:27:48 ÄÜC
-323-01-01, 00:00:00 UTC = 0389-06-21, 06:03:09 ÄÜC
-322-01-01, 00:00:00 UTC = 0390-05-38, 32:36:01 ÄÜC
-321-01-01, 00:00:00 UTC = 0391-05-07, 10:19:43 ÄÜC
-320-01-01, 00:00:00 UTC = 0392-04-24, 37:03:35 ÄÜC
-319-01-01, 00:00:00 UTC = 0393-03-43, 07:27:45 ÄÜC
-318-01-01, 00:00:00 UTC = 0394-03-11, 34:11:38 ÄÜC
-317-01-01, 00:00:00 UTC = 0395-02-29, 11:44:30 ÄÜC
-316-01-01, 00:00:00 UTC = 0396-01-46, 38:28:23 ÄÜC
-315-01-01, 00:00:00 UTC = 0397-01-16, 09:03:33 ÄÜC
-314-01-01, 00:00:00 UTC = 0398-00-33, 35:36:26 ÄÜC
-313-01-01, 00:00:00 UTC = 0399-00-02, 13:20:18 ÄÜC
-312-01-01, 00:00:00 UTC = 0399-06-19, 40:04:11 ÄÜC
-311-01-01, 00:00:00 UTC = 0400-05-38, 10:28:21 ÄÜC
-310-01-01, 00:00:00 UTC = 0401-05-06, 37:12:13 ÄÜC
-309-01-01, 00:00:00 UTC = 0402-04-24, 14:45:06 ÄÜC
-308-01-01, 00:00:00 UTC = 0403-03-41, 41:28:47 ÄÜC
-307-01-01, 00:00:00 UTC = 0404-03-11, 12:04:08 ÄÜC
-306-01-01, 00:00:00 UTC = 0405-02-28, 38:37:01 ÄÜC
-305-01-01, 00:00:00 UTC = 0406-01-46, 16:20:42 ÄÜC
-304-01-01, 00:00:00 UTC = 0407-01-14, 43:04:35 ÄÜC
-303-01-01, 00:00:00 UTC = 0408-00-33, 13:28:45 ÄÜC
-302-01-01, 00:00:00 UTC = 0409-00-01, 40:12:38 ÄÜC
-301-01-01, 00:00:00 UTC = 0409-06-19, 17:45:30 ÄÜC
-300-01-01, 00:00:00 UTC = 0410-05-36, 44:29:23 ÄÜC
-299-01-01, 00:00:00 UTC = 0411-05-05, 22:13:15 ÄÜC
-298-01-01, 00:00:00 UTC = 0412-04-22, 48:46:07 ÄÜC
-297-01-01, 00:00:00 UTC = 0413-03-40, 26:30:00 ÄÜC
-296-01-01, 00:00:00 UTC = 0414-03-09, 04:13:41 ÄÜC
